,一共游戏场数,4791
1,武道熊师,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,68,10.56%,341,67.39%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,LFS・Pis,25,78.12%
,,てゃぁんじら,22,73.33%
,,N'shiro_,21,60.0%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,水流连打	水流裂破	万灵药,267,68.81%,60
,,暗冥强击	深渊突刺	逃脱按键,69,64.49%,38
,,暗冥强击	深渊突刺	速度强化,2,40.0%,3
,,暗冥强击	深渊突刺	脱壳忍者玩偶,1,100.0%,1
,,水流连打	水流裂破	逃脱按键,1,50.0%,2
,,暗冥强击	深渊突刺	万灵药,1,33.33%,3
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,力量头带	弱点保险	锐利之爪,268,67.0%,46
,,力量头带	猛攻哑铃	锐利之爪,53,67.09%,13
,,弱点保险	猛攻哑铃	锐利之爪,5,45.45%,3
,,充能坠饰	力量头带	焦点镜,7,100.0%,1
,,弱点保险	猛攻哑铃	轻石,3,100.0%,1
,,弱点保险	气势头带	猛攻哑铃,2,66.67%,1
,,力量头带	能量增幅器	锐利之爪,1,100.0%,1
,,力量头带	弱点保险	气势头带,1,100.0%,1
,,学习装置	猛攻哑铃	锐利之爪,1,100.0%,1
2,红莲铠骑,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,73,9.52%,328,71.93%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,任义伟,38,74.51%
,,Mdhiasbi,27,69.23%
,,TTV_dispenza,22,66.67%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,铠农炮	精神冲击	逃脱按键,145,72.14%,46
,,火焰旋涡	蓄能焰袭	速度强化,57,72.15%,16
,,铠农炮	蓄能焰袭	逃脱按键,57,71.25%,28
,,铠农炮	精神冲击	速度强化,40,75.47%,10
