,一共游戏场数,4235
1,武道熊师,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,53,21.94%,655,70.51%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,BR_YuponoYT,108,78.83%
,,蛸師,83,61.48%
,,Chobo.,66,60.55%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,暗冥强击	深渊突刺	逃脱按键,424,69.06%,40
,,暗冥强击	深渊突刺	万灵药,165,73.33%,8
,,暗冥强击	深渊突刺	速度强化,57,75.0%,12
,,暗冥强击	深渊突刺	攻击强化,5,71.43%,3
,,水流连打	水流裂破	逃脱按键,2,66.67%,2
,,水流连打	水流裂破	速度强化,1,100.0%,1
,,水流连打	水流裂破	万灵药,1,33.33%,3
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,弱点保险	气势头带	猛攻哑铃,58,74.36%,5
,,力量头带	焦点镜	猛攻哑铃,49,79.03%,5
,,焦点镜	猛攻哑铃	锐利之爪,36,76.6%,5
,,力量头带	气势头带	猛攻哑铃,28,75.68%,5
,,弱点保险	猛攻哑铃	锐利之爪,23,71.88%,5
,,猛攻哑铃	能量增幅器	锐利之爪,118,78.15%,4
,,气势头带	焦点镜	猛攻哑铃,87,58.78%,4
,,气势头带	猛攻哑铃	锐利之爪,16,80.0%,4
,,气势头带	猛攻哑铃	能量增幅器,83,59.29%,2
,,力量头带	猛攻哑铃	锐利之爪,51,75.0%,2
,,弱点保险	焦点镜	猛攻哑铃,2,66.67%,2
,,力量头带	弱点保险	气势头带,45,68.18%,1
,,气势头带	焦点镜	锐利之爪,32,82.05%,1
,,焦点镜	猛攻哑铃	能量增幅器,11,84.62%,1
,,气势头带	猛攻哑铃	轻石,5,83.33%,1
,,力量头带	弱点保险	焦点镜,4,100.0%,1
,,焦点镜	能量增幅器	锐利之爪,3,75.0%,1
,,弱点保险	气势头带	能量增幅器,2,40.0%,1
,,气势头带	焦点镜	能量增幅器,1,100.0%,1
,,弱点保险	气势头带	轻石,1,25.0%,1
,,猛攻哑铃	轻石	锐利之爪,0,0.0%,1
2,梦幻,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,54,19.48%,585,70.91%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,すぐ泣く先生,75,62.5%
,,RNSヤWafu,73,77.66%
,,Lunderu,37,84.09%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,日光束	光墙		逃脱按键,151,68.33%,37
,,冲浪		高速移动	逃脱按键,110,70.06%,32
,,电球		高速移动	逃脱按键,77,76.24%,28
