,一共游戏场数,7056
1,梦幻,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,112,32.53%,1705,74.29%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,NoobHuVai!,83,79.81%
,,코미_こみ,74,74.75%
,,mare__,67,74.44%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,冲浪		高速移动	逃脱按键,506,74.52%,77
,,日光束	光墙		逃脱按键,472,72.5%,74
,,日光束	高速移动	逃脱按键,208,75.36%,43
,,电球		高速移动	逃脱按键,138,77.97%,46
,,冲浪		高速移动	速度强化,75,72.82%,18
,,日光束	光墙		速度强化,66,74.16%,14
,,冲浪		光墙		逃脱按键,29,78.38%,17
,,冲浪		高速移动	攻击强化,29,74.36%,5
,,日光束	光墙		攻击强化,24,70.59%,5
,,技能未定	技能未定	逃脱按键,23,92.0%,20
,,电球		指导		逃脱按键,19,67.86%,19
,,冲浪		技能未定	逃脱按键,16,76.19%,15
,,电球		高速移动	攻击强化,14,93.33%,4
,,日光束	高速移动	攻击强化,13,72.22%,4
,,日光束	技能未定	逃脱按键,10,76.92%,11
,,电球		技能未定	逃脱按键,9,81.82%,10
,,电球		指导		速度强化,8,88.89%,4
,,日光束	指导		逃脱按键,7,100.0%,6
,,冲浪		指导		逃脱按键,7,70.0%,8
,,电球		高速移动	速度强化,7,58.33%,5
,,日光束	高速移动	速度强化,6,46.15%,5
,,冲浪		高速移动	得分加速装置,5,100.0%,1
,,电球		光墙		逃脱按键,4,80.0%,4
,,日光束	指导		速度强化,2,100.0%,2
,,技能未定	技能未定	速度强化,2,100.0%,2
,,冲浪		技能未定	速度强化,1,100.0%,1
,,技能未定	技能未定	攻击强化,1,100.0%,1
,,电球		指导		攻击强化,1,100.0%,1
,,电球		技能未定	速度强化,1,100.0%,1
,,电球		光墙		速度强化,1,100.0%,1
,,冲浪		光墙		速度强化,1,50.0%,2
,,日光束	光墙		得分加速装置,0,0.0%,1
,,电球		高速移动	得分加速装置,0,0.0%,1
,,冲浪		指导		速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
