排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,梦幻,38,22.72%,0.0%,511,74.49%
2,魔墙人偶,44,21.26%,0.0%,491,76.48%
3,嘟嘟利,27,16.39%,0.0%,351,70.91%
4,甜冷美后,25,13.18%,0.0%,291,73.12%
5,妙蛙花,40,11.29%,0.0%,235,68.91%
6,坚盾剑怪,25,8.87%,0.0%,191,71.27%
7,索罗亚克,12,7.02%,0.0%,151,71.23%
8,幸福蛋,15,6.49%,0.0%,132,67.35%
9,玛力露丽,30,5.26%,0.0%,102,64.15%
10,烈咬陆鲨,13,5.13%,0.0%,115,74.19%
11,妖火红狐,17,4.77%,0.0%,114,79.17%
12,路卡利欧,22,4.07%,0.0%,88,71.54%
13,甲贺忍蛙,21,3.71%,0.0%,81,72.32%
13,白蓬蓬,21,3.71%,0.0%,80,71.43%
15,皮可西,11,2.75%,0.0%,61,73.49%
16,象牙猪,12,2.58%,0.0%,57,73.08%
17,巨钳螳螂,14,2.45%,0.0%,49,66.22%
18,怪力,8,2.22%,0.0%,48,71.64%
18,冰伊布,10,2.22%,0.0%,43,64.18%
20,喷火龙,12,1.95%,0.0%,47,79.66%
21,卡比兽,14,1.79%,0.0%,39,72.22%
22,呆壳兽,6,1.62%,0.0%,40,81.63%
23,藏饱栗鼠,7,1.56%,0.0%,34,72.34%
24,阿勃梭鲁,10,1.52%,0.0%,30,65.22%
25,耿鬼,5,1.23%,0.0%,26,70.27%
26,班基拉斯,7,0.99%,0.0%,26,86.67%
27,胖可丁,5,0.73%,0.0%,17,77.27%
28,快龙,8,0.7%,0.0%,17,80.95%
29,闪焰王牌,9,0.63%,0.0%,10,52.63%
30,朽木妖,9,0.56%,0.0%,10,58.82%
31,胡帕,6,0.53%,0.0%,9,56.25%
31,阿罗拉九尾,7,0.53%,0.0%,7,43.75%
33,皮卡丘,7,0.5%,0.0%,8,53.33%
34,岩殿居蟹,3,0.4%,0.0%,11,91.67%
35,沙奈朵,6,0.36%,0.0%,7,63.64%
36,狙射树枭,5,0.26%,0.0%,5,62.5%
37,爆肌蚊,3,0.23%,0.0%,3,42.86%
37,仙子伊布,6,0.23%,0.0%,5,71.43%
39,铝钢龙,5,0.2%,0.0%,5,83.33%
39,水箭龟,3,0.2%,0.0%,5,83.33%
41,太阳伊布,3,0.13%,0.0%,2,50.0%
42,古月鸟,3,0.1%,0.0%,2,66.67%
42,烈箭鹰,3,0.1%,0.0%,2,66.67%
44,捷拉奥拉,2,0.07%,0.0%,1,50.0%
