排名,名称,使用人数,使用率,使用率变化,胜场数,胜率
1,梦幻,45,34.85%,0.0%,677,77.37%
2,魔墙人偶,41,32.06%,29.93%,645,80.12%
3,阿勃梭鲁,31,17.01%,14.12%,317,74.24%
4,冰伊布,33,15.77%,6.86%,319,80.56%
5,坚盾剑怪,41,15.29%,9.71%,286,74.48%
6,古月鸟,18,11.63%,-2.76%,226,77.4%
7,卡比兽,29,11.27%,5.19%,223,78.8%
8,路卡利欧,34,10.67%,5.09%,192,71.64%
9,喷火龙,23,8.0%,6.05%,152,75.62%
10,甜冷美后,21,4.18%,-11.01%,78,74.29%
11,耿鬼,16,3.86%,2.1%,67,69.07%
12,烈箭鹰,16,3.39%,2.89%,70,82.35%
13,藏饱栗鼠,18,3.19%,0.88%,60,75.0%
14,甲贺忍蛙,17,3.15%,-5.05%,61,77.22%
15,快龙,6,2.51%,-12.9%,49,77.78%
16,妖火红狐,13,2.43%,0.36%,49,80.33%
17,怪力,12,2.23%,-1.25%,43,76.79%
18,班基拉斯,8,1.83%,-14.86%,35,76.09%
19,胡帕,8,1.71%,-9.65%,32,74.42%
20,闪焰王牌,8,1.15%,-4.78%,24,82.76%
21,朽木妖,7,1.04%,-2.53%,23,88.46%
22,象牙猪,5,0.92%,-1.1%,19,82.61%
23,皮卡丘,5,0.84%,-0.97%,17,80.95%
24,狙射树枭,5,0.8%,0.14%,16,80.0%
24,捷拉奥拉,8,0.8%,-2.29%,15,75.0%
24,幸福蛋,7,0.8%,-18.87%,16,80.0%
27,妙蛙花,1,0.68%,-0.3%,12,70.59%
28,胖可丁,5,0.6%,0.01%,12,80.0%
29,白蓬蓬,4,0.52%,0.24%,12,92.31%
29,呆壳兽,1,0.52%,-1.96%,10,76.92%
31,太阳伊布,7,0.44%,0.0%,8,72.73%
31,阿罗拉九尾,7,0.44%,-0.52%,11,100.0%
33,爆肌蚊,5,0.4%,-0.49%,8,80.0%
34,水箭龟,7,0.32%,-0.4%,6,75.0%
34,烈咬陆鲨,3,0.32%,-0.81%,5,62.5%
36,仙子伊布,3,0.12%,-3.47%,3,100.0%
37,岩殿居蟹,2,0.08%,-0.38%,2,100.0%
38,沙奈朵,1,0.04%,-1.83%,1,100.0%
38,铝钢龙,1,0.04%,-0.59%,1,100.0%
38,玛力露丽,1,0.04%,-0.13%,1,100.0%
