,一共游戏场数,11348
1,超梦X,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,力量头带	焦点镜	锐利之爪,5,83.33%,3
,,弱点保险	焦点镜	锐利之爪,5,55.56%,2
,,弱点保险	猛攻哑铃	锐利之爪,2,50.0%,2
,,气势头带	焦点镜	猛攻哑铃,2,50.0%,2
,,气势头带	焦点镜	锐利之爪,0,0.0%,2
,,弱点保险	能量增幅器	锐利之爪,7,77.78%,1
,,弱点保险	气势头带	锐利之爪,7,70.0%,1
,,猛攻哑铃	能量增幅器	锐利之爪,3,50.0%,1
,,弱点保险	气势头带	猛攻哑铃,3,42.86%,1
,,力量头带	弱点保险	焦点镜,1,100.0%,1
,,气势头带	能量增幅器	锐利之爪,1,100.0%,1
,,凸凸头盔	学习装置	救援屏障,1,100.0%,1
,,焦点镜	猛攻哑铃	能量增幅器,0,0.0%,1
,,弱点保险	焦点镜	猛攻哑铃,0,0.0%,1
12,呆壳兽,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,65,3.53%,302,75.31%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,SaD·溫柔,74,84.09%
,,_Gokû_,21,80.77%
,,은평구할방탱,21,67.74%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,热水		意念移物	逃脱按键,69,79.31%,10
,,冲浪		瞬间失忆	逃脱按键,57,78.08%,20
,,热水		瞬间失忆	逃脱按键,46,83.64%,12
,,热水		瞬间失忆	伤药	,38,77.55%,9
,,冲浪		意念移物	伤药	,24,75.0%,5
,,冲浪		瞬间失忆	伤药	,16,66.67%,6
,,冲浪		意念移物	逃脱按键,14,56.0%,11
,,热水		瞬间失忆	速度强化,13,86.67%,4
,,冲浪		瞬间失忆	速度强化,9,69.23%,5
,,热水		意念移物	速度强化,6,60.0%,2
,,热水		瞬间失忆	攻击强化,5,62.5%,1
,,热水		意念移物	伤药	,2,100.0%,2
,,冲浪		意念移物	速度强化,2,28.57%,4
,,冲浪		瞬间失忆	攻击强化,1,100.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,学习装置	气势头带	讲究眼镜,84,75.68%,25
,,学习装置	气势头带	穿透汤匙,113,80.14%,13
,,学习装置	救援屏障	气势头带,29,69.05%,9
,,亿奥斯饼干	气势头带	进击眼镜,24,82.76%,3
,,气势头带	穿透汤匙	进击眼镜,16,64.0%,3
,,气势头带	讲究眼镜	进击眼镜,22,66.67%,2
,,博识眼镜	学习装置	气势头带,1,33.33%,2
,,学习装置	得分护盾	气势头带,5,83.33%,1
,,学习装置	气势头带	贝壳之铃,2,100.0%,1
,,博识眼镜	学习装置	讲究眼镜,2,50.0%,1
,,气势头带	穿透汤匙	讲究眼镜,1,100.0%,1
,,穿透汤匙	讲究眼镜	进击眼镜,1,100.0%,1
,,亿奥斯饼干	学习装置	气势头带,1,100.0%,1
,,学习装置	弱点保险	气势头带,1,100.0%,1
,,亿奥斯饼干	气势头带	突击背心,0,0.0%,1
13,捷拉奥拉,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,69,3.5%,277,69.77%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,そっちモン,35,71.43%
,,카이,28,80.0%
,,Malan,28,66.67%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,伏特替换	放电		万灵药,94,73.44%,21
