,一共游戏场数,7250
1,魔幻假面喵,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,100,19.78%,1044,72.8%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,VSE・OCHOA,68,68.69%
,,Vester_Boble,63,73.26%
,,Vanitasㅤ,59,81.94%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,千变万花	影子分身	逃脱按键,472,73.75%,67
,,暗袭要害	起草		逃脱按键,260,75.36%,42
,,暗袭要害	起草		脱壳忍者玩偶,93,70.45%,9
,,暗袭要害	起草		攻击强化,91,67.41%,6
,,暗袭要害	起草		万灵药,64,71.91%,3
,,千变万花	影子分身	脱壳忍者玩偶,35,66.04%,8
,,千变万花	影子分身	攻击强化,15,71.43%,4
,,千变万花	起草		逃脱按键,9,90.0%,5
,,暗袭要害	起草		向尾喵的尾巴,2,100.0%,1
,,千变万花	起草		攻击强化,1,100.0%,1
,,暗袭要害	影子分身	逃脱按键,1,50.0%,2
,,暗袭要害	影子分身	脱壳忍者玩偶,1,50.0%,2
,,千变万花	影子分身	万灵药,0,0.0%,2
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,充能坠饰	猛攻哑铃	锐利之爪,175,67.83%,22
,,猛攻哑铃	能量增幅器	锐利之爪,150,75.0%,22
,,充能坠饰	猛攻哑铃	能量增幅器,158,74.88%,14
,,焦点镜	猛攻哑铃	锐利之爪,192,74.42%,11
,,力量头带	猛攻哑铃	锐利之爪,40,71.43%,7
,,弱点保险	猛攻哑铃	锐利之爪,27,72.97%,4
,,焦点镜	猛攻哑铃	能量增幅器,7,77.78%,4
,,力量头带	焦点镜	锐利之爪,74,71.84%,3
,,力量头带	焦点镜	猛攻哑铃,35,77.78%,3
,,力量头带	弱点保险	锐利之爪,28,73.68%,2
,,弱点保险	焦点镜	锐利之爪,68,68.69%,1
,,亿奥斯饼干	焦点镜	猛攻哑铃,59,81.94%,1
,,焦点镜	能量增幅器	锐利之爪,17,62.96%,1
,,力量头带	焦点镜	能量增幅器,9,75.0%,1
,,弱点保险	猛攻哑铃	能量增幅器,3,75.0%,1
,,力量头带	猛攻哑铃	连打围巾,2,66.67%,1
,,猛攻哑铃	轻石	锐利之爪,0,0.0%,1
,,亿奥斯饼干	气势头带	能量增幅器,0,0.0%,1
2,阿勃梭鲁,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,105,15.12%,770,70.26%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,ShadowPerú,37,77.08%
,,카와ñム,37,74.0%
,,Kobeツ,28,59.57%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,暗袭要害	精神利刃	万灵药,165,69.62%,42
,,追打		精神利刃	万灵药,148,76.29%,40
,,暗袭要害	精神利刃	逃脱按键,91,74.59%,27
,,追打		精神利刃	逃脱按键,86,71.07%,18
,,追打		精神利刃	攻击强化,66,62.26%,10
,,追打		突袭		万灵药,43,66.15%,15
,,追打		突袭		逃脱按键,36,73.47%,10
,,暗袭要害	精神利刃	攻击强化,31,70.45%,8
,,追打		精神利刃	向尾喵的尾巴,30,71.43%,2
,,追打		精神利刃	速度强化,21,67.74%,2
,,暗袭要害	精神利刃	速度强化,20,64.52%,2
,,追打		突袭		攻击强化,13,50.0%,4
,,暗袭要害	精神利刃	向尾喵的尾巴,6,66.67%,2
,,暗袭要害	突袭		逃脱按键,4,66.67%,4
,,追打		突袭		伤药	,3,100.0%,2
,,追打		突袭		向尾喵的尾巴,3,75.0%,1
,,暗袭要害	突袭		速度强化,2,100.0%,2
,,暗袭要害	突袭		万灵药,2,100.0%,2
,,暗袭要害	精神利刃	得分加速装置,0,0.0%,1
,,追打		突袭		脱壳忍者玩偶,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,焦点镜	猛攻哑铃	锐利之爪,397,68.21%,50
,,焦点镜	能量增幅器	锐利之爪,185,72.27%,31
,,充能坠饰	焦点镜	锐利之爪,122,75.78%,11
,,气势头带	焦点镜	锐利之爪,34,70.83%,6
,,焦点镜	猛攻哑铃	能量增幅器,10,76.92%,1
,,充能坠饰	猛攻哑铃	锐利之爪,9,69.23%,1
,,焦点镜	轻石	锐利之爪,7,58.33%,1
,,气势头带	焦点镜	猛攻哑铃,2,100.0%,1
,,治愈王冠	焦点镜	锐利之爪,2,28.57%,1
,,力量头带	焦点镜	锐利之爪,1,100.0%,1
,,弱点保险	焦点镜	锐利之爪,1,100.0%,1
3,烈箭鹰,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,105,13.39%,725,74.67%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,竜舞ぱらてゃ,44,88.0%
,,KaKauSHOW,30,68.18%
,,KazeTớiChơi,29,78.38%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,蓄能焰袭	飞翔		逃脱按键,407,75.09%,74
,,燕返		勇鸟猛攻	逃脱按键,192,74.42%,42
,,燕返		勇鸟猛攻	万灵药,44,77.19%,7
,,燕返		飞翔		逃脱按键,25,67.57%,7
,,燕返		勇鸟猛攻	攻击强化,19,67.86%,7
,,蓄能焰袭	飞翔		攻击强化,14,82.35%,5
,,燕返		飞翔		攻击强化,12,75.0%,3
,,蓄能焰袭	飞翔		得分加速装置,7,100.0%,2
,,蓄能焰袭	飞翔		万灵药,4,57.14%,2
,,蓄能焰袭	勇鸟猛攻	逃脱按键,1,100.0%,1
,,蓄能焰袭	飞翔		速度强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,充能坠饰	猛攻哑铃	锐利之爪,481,75.04%,67
,,猛攻哑铃	轻石	锐利之爪,61,70.11%,12
,,充能坠饰	猛攻哑铃	轻石,55,67.9%,7
,,充能坠饰	轻石	锐利之爪,37,71.15%,4
,,力量头带	猛攻哑铃	锐利之爪,11,84.62%,3
,,气势头带	猛攻哑铃	锐利之爪,8,72.73%,2
,,得分护盾	猛攻哑铃	锐利之爪,24,80.0%,1
,,充能坠饰	气势头带	锐利之爪,12,80.0%,1
,,充能坠饰	力量头带	猛攻哑铃,11,100.0%,1
,,得分护盾	猛攻哑铃	轻石,7,100.0%,1
,,猛攻哑铃	能量增幅器	锐利之爪,6,100.0%,1
,,焦点镜	猛攻哑铃	锐利之爪,3,75.0%,1
,,气势头带	焦点镜	猛攻哑铃,3,50.0%,1
,,力量头带	气势头带	猛攻哑铃,2,100.0%,1
,,充能坠饰	学习装置	锐利之爪,2,100.0%,1
,,气势头带	猛攻哑铃	轻石,2,66.67%,1
4,耿鬼,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,90,12.3%,646,72.42%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,ゴリ紅茶,81,71.05%
,,ZK-WiglyGang,54,78.26%
,,ƛяєѕ,51,83.61%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,暗影球	食梦		万灵药,212,73.1%,37
,,污泥炸弹	祸不单行	万灵药,163,73.09%,48
,,暗影球	食梦		逃脱按键,142,75.13%,41
,,污泥炸弹	祸不单行	攻击强化,82,70.09%,2
,,污泥炸弹	祸不单行	逃脱按键,25,73.53%,9
,,暗影球	食梦		速度强化,14,70.0%,3
,,暗影球	食梦		攻击强化,7,46.67%,5
,,污泥炸弹	食梦		万灵药,1,100.0%,1
,,暗影球	祸不单行	万灵药,0,0.0%,2
,,暗影球	食梦		脱壳忍者玩偶,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,博识眼镜	穿透汤匙	讲究眼镜,129,68.98%,24
,,穿透汤匙	讲究眼镜	进击眼镜,162,73.3%,22
,,博识眼镜	讲究眼镜	进击眼镜,106,78.52%,15
,,博识眼镜	穿透汤匙	进击眼镜,79,79.8%,9
,,穿透汤匙	贝壳之铃	进击眼镜,20,64.52%,4
,,博识眼镜	贝壳之铃	进击眼镜,16,76.19%,4
,,博识眼镜	讲究眼镜	贝壳之铃,82,71.3%,2
,,穿透汤匙	讲究眼镜	贝壳之铃,19,76.0%,2
,,讲究眼镜	贝壳之铃	进击眼镜,5,45.45%,2
,,博识眼镜	学习装置	进击眼镜,15,57.69%,1
,,亿奥斯饼干	穿透汤匙	进击眼镜,6,54.55%,1
,,得分护盾	穿透汤匙	讲究眼镜,3,50.0%,1
,,博识眼镜	穿透汤匙	贝壳之铃,2,100.0%,1
,,博识眼镜	穿透汤匙	能量增幅器,1,100.0%,1
,,咒术熏香	穿透汤匙	进击眼镜,1,100.0%,1
5,卡比兽,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,92,12.0%,618,71.03%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,中国女铜,48,71.64%
,,LFT_Vhee,47,83.93%
,,GOL_D._Roger,43,68.25%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,抓狂		挡路		速度强化,198,68.99%,24
,,重磅冲撞	挡路		速度强化,147,77.37%,35
,,重磅冲撞	挡路		逃脱按键,105,68.18%,33
,,抓狂		挡路		伤药	,77,76.24%,12
,,抓狂		挡路		逃脱按键,32,66.67%,14
,,重磅冲撞	哈欠		逃脱按键,17,70.83%,11
,,抓狂		哈欠		速度强化,11,61.11%,8
,,重磅冲撞	哈欠		速度强化,10,66.67%,9
,,抓狂		挡路		攻击强化,8,72.73%,5
,,抓狂		哈欠		伤药	,4,44.44%,6
,,重磅冲撞	哈欠		得分加速装置,3,100.0%,1
,,抓狂		哈欠		逃脱按键,2,66.67%,1
,,重磅冲撞	挡路		伤药	,2,66.67%,3
,,重磅冲撞	哈欠		伤药	,1,100.0%,1
,,抓狂		挡路		万灵药,1,50.0%,2
,,重磅冲撞	哈欠		攻击强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,学习装置	救援屏障	气势头带,151,68.95%,28
,,共鸣护盾	学习装置	气势头带,33,75.0%,9
