,一共游戏场数,5513
1,巨钳螳螂,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,57,14.31%,546,69.2%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,敵外人ざくす,81,72.32%
,,最終鬼畜妹M,52,70.27%
,,CelestiaI,33,70.21%
,技能对战道具组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,双翼		剑舞		万灵药,291,69.78%,34
,,双翼		二连击	万灵药,145,66.51%,23
,,子弹拳	剑舞		万灵药,44,81.48%,15
,,双翼		二连击	逃脱按键,36,81.82%,6
,,子弹拳	剑舞		逃脱按键,5,71.43%,4
,,双翼		二连击	速度强化,5,62.5%,3
,,子弹拳	剑舞		伤药	,5,45.45%,3
,,双翼		二连击	攻击强化,4,66.67%,2
,,双翼		剑舞		逃脱按键,4,36.36%,1
,,子弹拳	二连击	万灵药,2,100.0%,2
,,子弹拳	剑舞		速度强化,2,33.33%,3
,,双翼		剑舞		速度强化,1,100.0%,1
,,子弹拳	二连击	逃脱按键,1,100.0%,1
,,子弹拳	剑舞		攻击强化,1,50.0%,1
,,双翼		剑舞		攻击强化,0,0.0%,1
,持有物组合,		--- 组  合 ---,- 胜场数 -,- 胜  率 -,- 使用人数 -
,,猛攻哑铃	气势头带	锐利之爪,62,62.63%,13
,,猛攻哑铃	气势头带	弱点保险,25,67.57%,9
,,能量增幅器	猛攻哑铃	气势头带,77,64.71%,7
,,能量增幅器	气势头带	锐利之爪,54,72.97%,7
,,气势头带	力量头带	锐利之爪,94,72.31%,5
,,能量增幅器	猛攻哑铃	锐利之爪,16,80.0%,4
,,能量增幅器	锐利之爪	弱点保险,63,68.48%,2
,,猛攻哑铃	气势头带	力量头带,7,53.85%,2
,,猛攻哑铃	锐利之爪	弱点保险,81,72.32%,1
,,治愈王冠	气势头带	锐利之爪,52,70.27%,1
,,猛攻哑铃	力量头带	锐利之爪,4,100.0%,1
,,能量增幅器	猛攻哑铃	弱点保险,3,100.0%,1
,,气势头带	锐利之爪	弱点保险,3,60.0%,1
,,能量增幅器	猛攻哑铃	力量头带,2,100.0%,1
,,猛攻哑铃	锐利之爪	焦点镜,2,50.0%,1
,,救援屏障	猛攻哑铃	弱点保险,1,100.0%,1
2,武道熊师,		-- 使用人数 --,- 使用率 -,- 胜场数 -,-  胜  率  -
,,55,13.13%,509,70.3%
,胜场数最多的三大玩家,		--- 玩家ID ---,- 胜场数 -,-  胜  率  -
,,Ditto'柊,81,68.07%
,,みこたくんch,72,65.45%
,,S丨MarKGod,36,69.23%
